ID,SKU,Manufacturer,Model,Variant,Network,Capacity,Color,Grade,Damages,Weight,Weight Unit
4505626,ZFLIP6256GBSILVC,Samsung,Z Flip 6,-,Wi-Fi,256GB,Silver,C Grade,"",,
4505627,ZFLIP6256GBSILVB,Samsung,Z Flip 6,-,Wi-Fi,256GB,Silver,B Grade,"",,
4505631,SALVLOTIPHONEASD,Apple,Salvage Lot,13 Units,Wi-Fi,iPhone 6-12 Pro Max + Apple Pencil + Mouse,As-Is - Completely Untested - For Parts,D Grade,"",,
4505660,APPLESALVAGELOTMIXEDD3KL,Apple,Salvage Lot,As Photographed,Wi-Fi,"Mix iPhone, iPad, iPod Touch",As-Is - Completely Untested - For Parts,D Grade,"",,
4506953,PAVIX360TOUC8GBI5512GBSILVBM,HP,"Pavilion x360 Touch (14-inch, 2023))","(8GB RAM, i5-1335U)",Wi-Fi,512GB,Silver,BM Grade,"",,
4507035,PAVILIONX360TOUCH142017256SILVBM,HP,"Pavilion x360 Touch (14-inch, 2017))","(8GB RAM, i5-7200U)",Wi-Fi,256GB,Silver,BM Grade,"",,
4507120,IPADPRO11INCH2NDGENA2228256SPACB,Apple,iPad Pro 11 inch 2nd Gen,A2228,Wi-Fi,256GB,Space Grey,B Grade,"",,
4507944,DYSONAIRWRAPSTYLERCURLINGIRONPR,Dyson,Dyson 400717-01 Airwrap Styler Complete Long Curling Iron - Nickel/ Copper,400717-01/CA,885609026909,16448311,Unknown,PARTS & REPAIR,"",,
4508351,AIRPODSPRO157767UNKNCD,Apple,AIRPODS PRO WITH MAGSAFE CASE,MLWK3AM/A,194252721247,15776779,Unknown,CD Grade,Not Pairing,,
4508368,AIRPODSPRO2164866UNKNPR0003,Apple,AIRPODS PRO (2nd Gen) WITH MAGSAFE CASE,MQD83AM/A,194253397168,16486693,Unknown,PARTS & REPAIR,Not Pairing,,
4509776,SONYWF-C500INEARBUDSBLACA,Sony _,Sony WF-C500 In-Ear Sound Isolating Truly Wireless Headphones - Black,WFC500/B/CA,027242922686,15744828,Unknown,A Grade,"",,
4510168,AIRPODS2ND134895UNKNC,Apple,Airpods (2nd Gen),MV7N2AM/A,194253397168,13489539,Unknown,C Grade,"",,
4510196,AIRPODSPRO2164866UNKNCD0002,Apple,AIRPODS PRO (2nd Gen) WITH MAGSAFE CASE,MQD83AM/A,195949052484,16486693,Unknown,CD Grade,"",,
4510278,PAVILIONX360TOUCH142017256SILVCD,HP,"Pavilion x360 Touch (14-inch, 2017))","(8GB RAM, i5-7200U)",Wi-Fi,256GB,Silver,CD Grade,"",,
4510434,FITBSENSCARB148824UNKNC,FITBIT,FITBIT SENSE CARBON/GRAPHITE,SENSE,811138036997,14882490,Unknown,C Grade,"",,
4510450,PS5DUALSENSEWIRELESSCTRLNOVAPA,Sony PlayStation,Sony 3006413 PlayStation 5 DualSense Wireless Controller - Nova Pink,3006413/CA,711719546788,15905710,Unknown,A Grade,"",,
4514195,JABRAELITE4INEARLBEIGECD,Jabra,Jabra 100-99183002-99 Elite 4 In-Ear Noise Cancelling Truly Wireless Headphones - Light Beige,100-99183002-99/CA,615822017978,16927770,Unknown,CD Grade,"",,
4516062,SOUNDCORESPORTX20TWANCBLKCD,TL,SOUNDCORE SPORT X20 TW ANC BLK,A3968Z11-5,194644198268,17929524,Unknown,CD Grade,"",,
4516153,IPH14PROMAX256GBDPPUCD,Apple,iPhone 14 Pro Max,A2894,Unlocked,256GB,Deep Purple,CD Grade,"ESIM ONLY (2 SLOTS) - NO PHYSICAL SIM, Important Display Message - Screen Replaced OLED, Battery Replaced - 100% Health with Warning",,
4517470,APPLEARPWITH105888UNKNCD,Apple,APPLE EARPODS WITH LIGHTNING CONNECTOR,EARPODS/CA,190198001696,10588892,Unknown,CD Grade,"",,
4517627,SKULLCANDYJIB2TWHPBLACBM,SkullCandy,Skullcandy S1JTW-P740 Jib 2 In-Ear Sound Isolating Truly Wireless Headphones - True Black,S1JTW-P740/CA,810045686592,16006900,Unknown,BM Grade,"",,
4517629,IPHONESE3RDGA259564BLACBM,Apple,iPhone SE 3rd Gen,A2595,Unlocked,64GB,Black,BM Grade,"",,
4518063,IPHONESE2128BLACBM,Apple,iPhone SE 2nd Gen,A2275,Unlocked,128GB,Black,BM Grade,"",,
4518091,IPH864GBSPACCD,Apple,iPhone 8,A1905,Unlocked,64GB,Space Grey,CD Grade,"",,
4518092,IPHONE8A190564GSPACCD,Apple,iPhone 8,A1905,Unlocked,64GB,Space Grey,CD Grade,Cracked Back Glass,,
4518093,IPHONE8A1905256GGOLDA,Apple,iPhone 8,A1863,Unlocked,256GB,Gold,A Grade,"",,
4518094,IPH8256GBGOLDBM,Apple,iPhone 8,A1863,Unlocked,256GB,Gold,BM Grade,"",,
4518095,IPHONE8A1863256GSPACBM,Apple,iPhone 8,A1863,Unlocked,256GB,Space Grey,BM Grade,"",,
4518096,IPHONE8A186364GSPACBM,Apple,iPhone 8,A1863,Unlocked,64GB,Space Grey,BM Grade,"",,
4523967,ZFLIP6GBSILVPR,Samsung,Z Flip 6,-,Wi-Fi,256GB,Silver,PARTS & REPAIR,"",,
4524354,IPADPROINCHM4A2837256SPACBLACA,Apple,iPad Pro 11 inch M4,A2837,Wi-Fi & Cellular,256GB,Space Black,A Grade,"",,
4524355,WATCHULTRA249MMGPSCELLULARTITAB9,Apple,Watch Ultra 2,49MM GPS,GPS + Cellular,N/A,Titanium,B Grade,"",,
4528613,PS5DUALSENSEWIRELESSCTRLBLACBM,Sony,PS5 DUALSENSE WIRELESS CTRL BLACK REPLEN,1000039936,711719574309,17905836,Unknown,BM Grade,"",,
4528722,PS5154802UNKNPR,Sony,PS5 DUALSENSE WIRELESS CTRL COSMIC RED,3006411,711719546788,15480211,Unknown,PARTS & REPAIR,"",,
4528937,STUDIOSXBOXXWIRELESSCTRLCARBONV2PR,MICROSOFT XBOX,Microsoft QAT-00007 Xbox Wireless Controller - Carbon Black,QAT-00007/CA,889842654776,16609480,Unknown,PARTS & REPAIR,"",,
4529113,XBOXQAU-00090WRCTRLVELOGREECD30E,Microsoft,XBOX X WIRELESS CTRL VELOCITY GREEN,QAU-00090,889842896473,16961493,Unknown,CD Grade,"",,
4530785,PS5159057UNKNPR,Sony,PS5 DUALSENSE WIRELESS CTRL NOVA PINK,3006413,711719574316,15905710,Unknown,PARTS & REPAIR,"",,
4531789,PS5DUALSENSEWLCTRMIDNBLACBM,Sony,PS5 DUALSENSE WIRELESS CTRL MIDN BLACK,3006410,711719546757,15480210,Unknown,BM Grade,"",,
4532786,PS5DUALSENSEWLCTRLRGPURPB,Sony PlayStation,Sony (1000039939) PlayStation 5 DualSense Wireless Controller - Galactic Purple,1000039939/CA,711719574330,17977846,Unknown,B Grade,"",,
4532856,DUALSENSEWRCTRLRSTERSILVBM,Sony PlayStation,Sony 1000039941 PlayStation 5 DualSense Wireless Controller - Sterling Silver,1000039941/CA,711719572701,17341067,Unknown,BM Grade,"",,
4533386,PS4DUALSHOCK4CTRLMIDNBLUEB,Sony,Sony 3002841 PlayStation 4 DUALSHOCK 4 Wireless Controller - Midnight Blue,3002841/CA,711719516989,12335815,Unknown,B Grade,"",,
4533442,XBOXQAU00090WIRELESSCTRLVELOGREE00,MICROSOFT XBOX,Microsoft QAU-00090 Xbox Wireless Controller - Velocity Green,QAU-00090/CA,889842896473,16961493,Unknown,A Grade,"",,
4534079,MBP142416GBM4512GBSPBLO,Apple,"MacBook Pro (14-inch, 2024)","A3112 (16GB RAM, M4 10C 10C GPU)",Wi-Fi,512GB,Space Black,OPEN BOX,"",,
4534084,IPADPRO11INC64GBSPACB,Apple,iPad Pro 11 inch 1st Gen,A2228,Wi-Fi,64GB,Space Grey,B Grade,"",,
4534085,IPADPRO11INCH1STGENA222864GBSPACB,Apple,iPad Pro 11 inch 1st Gen,A2228,Wi-Fi + Cellular,64GB,Space Grey,B Grade,"",,
4535183,IDEAFLEX516GBRYZEN512GBBLACB,Lenovo,"IdeaPad Flex 5-14ARE05 (14-inch, 2020)","(16GB RAM, Ryzen 7 4700U)",Wi-Fi,512GB,Black,B Grade,"",,
4535184,IDEAPADFLEX5TOUCH2020512BLACA,Lenovo,"IdeaPad Flex 5-14ARE05 (14-inch, 2020)","(16GB RAM, Ryzen 7 4700U)",Wi-Fi,512GB,Black,A Grade,"",,
4535498,XBOXQAU-00011WRCTRLPULSEREDB,MICROSOFT STUDIOS,XBOX WIRELESS CTLR PULSE RED,QAU-00011,889842707106,15260924,Unknown,B Grade,"",,
4536336,TUFGAMIF1516GBI5512GBBLACB,ASUS,"TUF Gaming F15 (15.6-inch, 2020)","(16GB RAM, i5 11400H)",Wi-Fi,512GB,Black,B Grade,"",,
4536337,TUFGAMIF1516GBI5512GBBLACBM0002,ASUS,"TUF Gaming F15 (15.6-inch, 2020)","(16GB RAM, i5 11400H)",Wi-Fi,512GB,Black,BM Grade,"",,
4537004,TUFGAMIF1516GBI5512GBBLACBM,ASUS,"TUF Gaming F15 (15.6-inch, 2023)","(16GB RAM, i5 11400H)",Wi-Fi,512GB,Black,BM Grade,"",,
4537189,SAMS23ULTRA256GBBLACA,Samsung,Galaxy S23 Ultra,SM-S918B/DS,Wi-Fi,256GB,Black,A Grade,"",,
4537191,GALAXYS23SM-S918B/DS256BLACB,Samsung,Galaxy S23 Ultra,SM-S918B/DS,Wi-Fi,256GB,Black,B Grade,"",,
4537540,TUFGAMIF1516GBI5512GBBLACC,ASUS,"TUF Gaming F15 (15.6-inch, 2023)","(16GB RAM, i5 11400H)",Wi-Fi,512GB,Black,C Grade,"",,
4537706,TUFGAMINGF152021512BLACC,ASUS,"TUF Gaming F15 (15.6-inch, 2021)","(16GB RAM, i5 11400H)",Wi-Fi,512GB,Black,C Grade,"",,
4540462,TUFGAMIF1516GBI5512GBBLACCD,ASUS,"TUF Gaming F15 (15.6-inch, 2021)","(16GB RAM, i5 11400H)",Wi-Fi,512GB,Black,CD Grade,"",,
4540463,TUFGAMINGF152021512BLACCD,ASUS,"TUF Gaming F15 (15.6-inch, 2021)","(16GB RAM, i5 11400H)",Wi-Fi,512GB,Black,CD Grade,LCD Blemish Light,,
4541519,PS5176684UNKNC,Sony PlayStation,Sony 1000039935 PlayStation 5 DualSense Wireless Controller - White,1000039935/CA,711719574293,17668451,Unknown,C Grade,"",,
4541738,MBP13208GBM1256GBSPACA0002,Apple,"MacBook Pro (13-inch, 2020)","A2338 (8GB RAM, M1)",Wi-Fi,256GB,Space Grey,A Grade,LCD Lines - See Photos,,
4541739,MBP13208GBM1256GBSPACA,Apple,"MacBook Pro (13-inch, 2020)","A2338 (8GB RAM, M1)",Wi-Fi,256GB,Space Grey,A Grade,"",,
4542640,MACBOOKPRO256SPACPR14B,Apple,"MacBook Pro (13-inch, 2017)","A1706 (8GB RAM, 3.1GHz i5)",Wi-Fi,256GB,Space Grey,PARTS & REPAIR,"",,
4543217,IPADAIR7THGEA3269128SPACA,Apple,iPad Air 7th Gen M3,A3269,Wi-Fi + Cellular,128GB,Space Grey,A Grade,"",,
4543218,IPADAIR7THGEA3269128GSPACA,Apple,iPad Air 7th Gen M3,A3269,Wi-Fi + Cellular,128GB,Space Grey,NEW,"",,
4544028,PS5148928UNKNC,Turtle Beach,Turtle Beach TBS-3780-02 Stealth 700P Gen 2 Wireless Gaming Headset with Microphone for PS5/ PS4 - Black,TBS-3780-02/CA,731855037803,14892812,Unknown,C Grade,"",,
4544995,KRAKENRZ0403750100R3U1V3XGHEADSECD,Razer,Razer Kraken V3 X Gaming Headset (RZ04-03750100-R3U1) - Black,RZ04-03750100-R3U1,810056141530,15341355,Unknown,CD Grade,"",,
4545136,OEMHEATFULLGREYB,Tool,OEM Heated Fully Automatic Screen Separator,HDO D5X,N/A,N/A,Grey,B Grade,"",,
4545957,SURFACELAPTOPGO2020128SILVB,Microsoft,"Surface Laptop Go (12.4 inch, 2020)","(8GB RAM, i5 1035G1)",Wifi,128GB,Silver,B Grade,"",,
4545964,SRFCGO10INCH188GB161128GBSILVB,Microsoft,"Surface Go (10-inch, 2018)","(8GB RAM, 1.61 GHz Intel Pentium 4415Y)",Wi-Fi,128GB,Silver,B Grade,"",,
4545965,SRFCGO10INCH188GB161128GBSILVC,Microsoft,"Surface Go (10-inch, 2018)","(8GB RAM, 1.61 GHz Intel Pentium 4415Y)",Wi-Fi,128GB,Silver,C Grade,"",,
4546310,SURFACEGO2018128GB161GHzPen415Y1CD,Microsoft,"Surface Go (10-inch, 2018)","(8GB RAM, 1.61 GHz Intel Pentium 4415Y)",Wi-Fi,128GB,Silver,CD Grade,"",,
4550324,SAMS24ULTRA256GBBLACB0002,Samsung,Galaxy S24 Ultra,SM-S928WZKFXAC,Wi-Fi,256GB,Black,B Grade,"",,
4550325,SAMS24ULTRA256GBBLACB,Samsung,Galaxy S24 Ultra,SM-S928U,Wi-Fi,256GB,Black,B Grade,"",,
4550326,GALAXYS24ULTRASM-S928U256BLACBM,Samsung,Galaxy S24 Ultra,SM-S928U,Wi-Fi,256GB,Black,BM Grade,"",,
4551479,PS5DUALSENSEWLCTRLRGPURPBM2UB,Sony,PlayStation 5 DualSense Wireless Controller - Galactic Purple,1000039939/CA,711719574330,17977846,Unknown,BM Grade,"",,
4552112,SRFCLAPT3131916GBI7256GBBLACB,Microsoft,"Surface Laptop 3 (13 inch, 2019)","(16GB RAM, i7 1065G7)",Wifi,256GB,Black,B Grade,"",,
4552113,SRFCLAPT3131916GBI7256GBBLAC0002,Microsoft,"Surface Laptop 3 (13 inch, 2019)","(16GB RAM, i7 1065G7)",Wifi,256GB,Black,CD Grade,"",,
4552115,SRFCLAPT3131916GBI7256GBBLACCD,Microsoft,"Surface Laptop 3 (13 inch, 2019)","(16GB RAM, i7 1065G7)",Wifi,256GB,Black,CD Grade,LCD Blemish Light,,
4552141,MBA13188GBI516128GBSILVPR,Apple,"MacBook Air (13-inch, 2018)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,128GB,Silver,PARTS & REPAIR,iCloud Locked,,
4552148,MBA13188GBI516256GBSPACPR0004,Apple,"MacBook Air (13-inch, 2018)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,256GB,Space Grey,PARTS & REPAIR,iCloud Locked,,
4552152,MBA13188GBI516256GBSPACPR0003,Apple,"MacBook Air (13-inch, 2018)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,256GB,Space Grey,PARTS & REPAIR,"No Operating System - AS-IS, iCloud Locked",,
4552153,MBA13188GBI516256GBSPACPR0002,Apple,"MacBook Air (13-inch, 2018)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,256GB,Space Grey,PARTS & REPAIR,"No Operating System - AS-IS, iCloud Locked, NO LCD",,
4552304,MBA13188GBI516256GBSPACPR,Apple,"MacBook Air (13-inch, 2018)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,256GB,Space Grey,PARTS & REPAIR,"Parts May Be Missing - Attempted Repair Possible - Strictly for Parts, iCloud Locked, NO LCD",,
4552342,MACBOOKAIR256SPACPR,Apple,"MacBook Air (13-inch, 2018)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,256GB,Space Grey,PARTS & REPAIR,"Untested - AS-IS - For Parts, iCloud Locked, NO LCD",,
4552409,SURFACELAPTOP3201913256BLACC,Microsoft,"Surface Laptop 3 (13 inch, 2019)","(16GB RAM, i7 1065G7)",Wifi,256GB,Black,C Grade,"",,
4552437,MACBOOKAIR256SPACCC,Apple,"MacBook Air (13-inch, 2019)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,256GB,Space Grey,C Grade,"",,
4588276,SURFACELAPTOP3201913256BLACCD,Microsoft,"Surface Laptop 3 (13 inch, 2019)","(16GB RAM, i7 1065G7)",Wifi,256GB,Black,CD Grade,Hairline Crack on Glass,,
4610422,GALAXYS25ULTRASM-S938W256TITABLACA,Samsung,Galaxy S25 Ultra,SM-S938W,Wi-Fi,256 GB,Titanium Black,A Grade,"",,
4612633,PAVILIONX360TOUCH142017256SILVC,HP,"Pavilion x360 Touch (14-inch, 2017))","(8GB RAM, i5-7200U)",Wi-Fi,256GB,Silver,C Grade,"",,
4619946,PS5DUALSENSEWLCTRLWHITECD-2VK,Sony,PS5 DUALSENSE WIRELESS CTRL WHITE REPLEN,1000039935,711719574293,17668451,Unknown 2vk,CD Grade,"",,
4622429,XBOXONEELITES23CUBLACCD371,MICROSOFT XBOX,XBOX ONE WIRELESS CTRL ELITE S2,FST-00001,889842196344,13702316,Unknown 	warranty sticker: 088733,CD Grade,"",,
4622443,XBOXONEELITES23CUBLACCD36V,MICROSOFT XBOX,XBOX ONE WIRELESS CTRL ELITE S2,FST-00001,889842196344,13702316,Unknown 36V,CD Grade,"",,
4623860,XBOXQAU-00090WIRELESSCTRLVELOGREEA,MICROSOFT STUDIOS,XBOX X WIRELESS CTRL VELOCITY GREEN,QAU-00090,889842896473,16961493,Unknown,A Grade,"",,
4624002,PS5165717UNKNCD,Sony,PS5 DUALSENSE EDGE WIRELESS CTRL WHITE,1000033305,711719559320,16571772,Unknown,CD Grade,"",,
4624035,PS5DUALSENSEWLCTRLWHITB2UP,Sony PlayStation,Sony 1000039935 PlayStation 5 DualSense Wireless Controller - White,1000039935/CA,711719574293,17668451,Unknown,B Grade,"",,
4624472,GALAXYBUDSLIVEINEARTWHPMBLACCD2RM,Samsung,Samsung Galaxy Buds Live In-Ear Noise Cancelling Truly Wireless Headphones - Mystic Black,SM-R180NZKAXAC,887276420325,14763273,Unknown 2RM,CD Grade,"",,
4624484,JABRAELITE3INEARBLACCD3AE,Jabra,Jabra Elite 3 In-Ear Sound Isolating Truly Wireless Headphones - Grey,ELITE 3/GRY/CA,615822014823,15645783,Unknown 3AE,CD Grade,"",,
4625747,PS5154802UNKNC,Sony,PS5 DUALSENSE WIRELESS CTRL MIDN BLACK,3006410,711719546757,15480210,Unknown,C Grade,"",,
4634387,MBA132416GBM3256GBMIDNN,Apple,"MacBook Air (13-inch, 2024)","A3113 (16GB RAM, M3 8 Core)",Wi-Fi,256GB,Midnight,NEW,"",,
4634388,MACBOOKAIR256MIDA,Apple,"MacBook Air (13-inch, 2025)","A3240 (16GB RAM, M4 8 Core)",Wi-Fi,256GB,Midnight,NEW,"",,
4634509,PS5DUALSENSEWIRELESSCTRLMDNCD2V3,Sony,PS5 DUALSENSE WIRELESS CTRL MIDN BLACK,3006410,711719546757,15480210,Unknown 2v3,CD Grade,"",,
4634517,XBOXWIRELESSCTRLDVAPORCD3CA,MICROSOFT XBOX,Microsoft QAU-00125 Xbox Wireless Controller - Dream Vapor,QAU-00125/CA,196388141456,17661143,Unknown 3CA,CD Grade,"",,
4637881,X1CARB138GBI5256GBBLACC0002,Lenovo,"X1 Carbon (13-inch, 7th Gen)","(8GB RAM, i5 7300U)",Wi-Fi,256GB,Black,C Grade,Broken LCD,,
4637882,X1CARB138GBI5256GBBLACC,Lenovo,"X1 Carbon (13-inch, 7th Gen)","(8GB RAM, i5 7300U)",Wi-Fi,256GB,Black,C Grade,No Charger,,
4637927,SRFCLAPT315198GBI5256GBSILVA,Microsoft,"Surface Laptop 3(15 inch, 2019)","(8GB RAM, i5 1035G7)",Wifi,256GB,Silver,A Grade,"",,
4637945,SURFACELAPTOP52022256BLACA,Microsoft,"Surface Laptop 5 (13 inch Touch, 2022)","(16GB RAM, i5 1265U)",Wifi,256GB,Black,A Grade,"",,
4638756,LATI5420148GBI5256GBSILVBM,Dell,"Latitude 5420 (14-inch, 2021)","(8GB RAM, i5 1145G7)",Wifi,256GB,Silver,BM Grade,"",,
4638903,"XPS73902020(8GB,i5 10210U)256SILVB",Dell,"XPS 7390 (13-inch, 2020)","(8GB RAM, i5 10210U)",Wifi,256GB,Silver,B Grade,"",,
4639034,ROGSTRIG1616GBI71TBBLACB,ASUS,"Rog Strix G16 (16-inch, 2023)","(16GB RAM, i7 13650HX)",Wi-Fi,1TB,Black,B Grade,"",,
4639036,ROGSTRIXG1820231TBBLACB,ASUS,"Rog Strix G18 (18-inch, 2023)","(32GB RAM, i9 13980HX)",Wi-Fi,1TB,Black,B Grade,"",,
4639127,PROB450G816GBI5512GBSILVBM,HP,"ProBook 450 G8 (15-inch, 2021)","450 G8 (16GB RAM, i5 1135G7)",Wi-Fi,512GB,Silver,BM Grade,"",,
4639172,ELITE840G6142018512SILVBM,HP,"Elitebook 840 G6 (14-inch, 2018)","(16GB RAM, i7 8565U)",Wi-Fi,512GB,Silver,BM Grade,"",,
4645201,LATI74901416GBI5256GBBLACB,Dell,"Latitude 7490 (14-inch, 2018)","(16GB RAM, i5 8350U)",Wifi,256GB,Black,B Grade,"",,
4645426,XPS7390138GBI5256GBSILVPR0002,Dell,"XPS 7390 (13-inch, 2020)","(8GB RAM, i5 10210U)",Wifi,256GB,Silver,PARTS & REPAIR,"",,
4645427,XPS7390138GBI5256GBSILVPR,Dell,"XPS 7390 (13-inch, 2020)","(8GB RAM, i5 10210U)",Wifi,256GB,Silver,PARTS & REPAIR,Powers ON - Black Display (No Display Shown),,
4645474,XPS9575152018256SILVPR,Dell,"XPS 9575 (15-inch 2-in-1, 2018)","(16GB RAM, i7 8705G)",Wifi,256GB,Silver,PARTS & REPAIR,Powers ON - Black Display (No Display Shown),,
4649096,X2202NDGEN320BLACC,Lenovo,"X220 (12-inch, 2nd Gen)","(4GB RAM, i5 2540M)",Wi-Fi,320GB,Black,C Grade,No Charger,,
4649863,LATITUDE74902018256BLACC,Dell,"Latitude 7490 (14-inch, 2018)","(16GB RAM, i5 8350U)",Wifi,256GB,Black,C Grade,"",,
4655883,XBOXPOWERAWIREDCTRLREDCD,POWERA,POWERA XBOX WIRED CTRL CTN RED,1519366-01,617885025426,17400971,Unknown,CD Grade,"",,
4655928,PS5DUALSENSEWLCTRLNOVAPINKCD2VA,Sony,PS5 DUALSENSE WIRELESS CTRL NOVA PINK,3006413,711719574316,15905710,Unknown,CD Grade,"",,
4655964,PS5DUALSENSECTRLVOLREDCD3AN,Sony PlayStation,Sony 1000039942 PlayStation 5 DualSense Wireless Controller - Volcanic Red,1000039942/CA,711719572695,17341066,Unknown,CD Grade,"",,
4656208,XBOXQAU-00001WLCTRLSHOCKBLUECD3CJ,MICROSOFT XBOX,Microsoft Xbox QAU-00001 Wireless Controller - Shock Blue,QAU-00001/CA,889842613872,14965239,Unknown,CD Grade,"",,
4656245,PS5DUALSENSEWRCTRLCOSMICREDCD3BG,Sony,PS5 DUALSENSE WIRELESS CTRL COSMIC RED,3006411,711719546788,15480211,Unknown,CD Grade,"",,
4656691,SONYWHCH720N-LBTOVEHPBLUECD,TL,SONY WHCH720N BT OVE ANC HP BLUE,WHCH720N/L,27242925502,16703140,Unknown,CD Grade,"",,
4656692,AIRPODSPRO2164866UNKNPR0002,Apple,AIRPODS PRO (2nd Gen) WITH MAGSAFE CASE,MQD83AM/A,195949052484,16486693,Unknown,PARTS & REPAIR,"",,
4656700,AIRPODSPRO2164866UNKNPR,Apple,AIRPODS PRO (2nd Gen) WITH MAGSAFE CASE,MQD83AM/A,195949052484,16486693,Unknown,PARTS & REPAIR,"Not Pairing, Untested - AS-IS - For Parts",,
4656707,BOSE700NCHEADPHONEBLACPR33M,BOSE,BOSE HEADPHONES 700 NC BT OE HP BLK,BOSE HEADPH 700 BLK,017817796163,13595376,Unknown,PARTS & REPAIR,No Power,,
4656708,QUIETCOMFORT45OVEHEADPHONESBLACP3J,BOSE,Bose 866724-0100 QuietComfort 45 Wireless Noise Cancelling Over-the-Ear Headphones - Triple Black,866724-0100/CA,017817835015,15690720,Unknown= 33J,PARTS & REPAIR,No Power,,
4656709,SONYWH1000XM5BHEADPHONEBLUECD334,Sony _,Sony WH1000XM5/L Over-Ear Noise Cancelling Bluetooth Headphones - Blue,WH1000XM5/L/CA,027242923911,17039478,Unknown,CD Grade,"",,
4656710,STEALTH700GEN2MAXBLACPR,TL,TB STEALTH 700 GEN2 MAX H BLK,TBS-3790-02,731855037919,16923815,Unknown,PARTS & REPAIR,No Power,,
4656711,XBOX153244UNKNCD,MICROSOFT STUDIOS,MICROSOFT XBOX WIRELESS GAMING HS BLACK,TLL-00001,889842615319,15324482,Unknown,CD Grade,"",,
4656726,FUJIINSTMINI172037UNKNPR0002,FUJIFILM,FUJIFILM INSTAX MINI 12 LILAC GIFT SET,600023522/CA,074101949902,17203715,Unknown,PARTS & REPAIR,"",,
4656727,FUJIINSTMINI172037UNKNPR,FUJIFILM,FUJIFILM INSTAX MINI 12 LILAC GIFT SET,600023522/CA,074101949902,17203715,Unknown,PARTS & REPAIR,Untested - AS-IS - For Parts,,
4656728,NSWJOYCON123029UNKNC,Nintendo,NSW JOY-CON (L/R) NEON PINK / NEON GREEN,HACAJAHAA,045496881900,12302915,Unknown,C Grade,Untested - AS-IS - For Parts,,
4656729,NSWJOYCON123029UNKNPR,Nintendo,NSW JOY-CON (L/R) NEON PINK / NEON GREEN,HACAJAHAA,045496881900,12302915,Unknown,PARTS & REPAIR,Untested - AS-IS - For Parts,,
4656733,VTECVM525M5254154540UNKNC,GOOGLE America,"VTech VM5254 5-inch Video Baby Monitor with Night Light, Night Vison & Two-Way Audio - White",VM5254/CA,882032190221,15454080,Unknown,C Grade,Untested - AS-IS - For Parts,,
4656734,VTECHVM5254VIDEOBABYMONITORWHITPR,GOOGLE America,"VTech VM5254 5-inch Video Baby Monitor with Night Light, Night Vison & Two-Way Audio - White",VM5254/CA,882032190221,15454080,Unknown,PARTS & REPAIR,Untested - AS-IS - For Parts,,
4656735,BREVBREBTEAM800101489UNKNPR,BREVILLE,Breville BREBTM800XL Tea Maker,BREBTM800XL/CA,Unknown,10148908,Unknown,PARTS & REPAIR,"",,
4656736,BREBTM800XLTEAMAKERPR,BREVILLE,Breville BREBTM800XL Tea Maker,BREBTM800XL/CA,Unknown,10148908,Unknown,PARTS & REPAIR,Untested - AS-IS - For Parts,,
4656738,JBLLIVE660NCBLACPR,JBL,JBL LIVE 660NC WIRELESS OVE NC HP BLACK,JBLLIVE660NCBLKAM,050036379755,15446310,Unknown,PARTS & REPAIR,"No Power, Untested - AS-IS - For Parts",,
4656740,IPHONE11PROMA2220256MIDNGREEC,Apple,iPhone 11 Pro Max,A2220,Unlocked,256GB,Midnight Green,C Grade,Battery Replaced - 100% Health with Warning,,
4656808,JBLTUNE130NCTWSHEADPHONESBLACPR,JBL,JBL TUNE 130NC TWS HEADPHONES BLACK,JBLT130NCTWSBAM,050036383967,15956942,Unknown,PARTS & REPAIR,Not Pairing,,
4659964,QUIETCOMFORTULTRAEARBUDSWHITCD,BOSE,Bose (882826-0020) QuietComfort Ultra In-Ear Noise Cancelling True Wireless Earbuds - White Smoke,882826-0020/CA,017817847643,17212846,Unknown,CD Grade,"",,
4662553,PS5DUALSENSECTRLMIDBLACC,Sony PlayStation,Sony 3006410 PlayStation 5 DualSense Wireless Controller - Midnight Black,3006410/CA,711719574316,15480210,Unknown,C Grade,"",,
4664735,WATCHSERIES9MIDNO,Apple,Watch Series 9,45MM GPS,GPS,N/A,Midnight,OPEN BOX,"",,
4664736,WATCHSERIES945MMGPSPINKO,Apple,Watch Series 9,45MM GPS,GPS,N/A,Pink,OPEN BOX,"",,
4664737,IPADAIR5THGEA258864GBLUEA,Apple,iPad Air 5th Gen,A2588,Wi-Fi,64GB,Blue,A Grade,"",,
4666718,MACBOOKPRO512SILVB3O1,Apple,"Macbook Pro (14-inch, 2021)","A2442 (16GB RAM, M1 Pro)",Wi-Fi PO#53,512GB,Silver,B Grade,"",,
4668013,AIRPODSPROMAGSAFEWHITCD34S,Apple,AIRPODS PRO WITH MAGSAFE CASE,MLWK3AM/A,194252721247,15776779,Unknown 34S,CD Grade,"",,
